,num,PET,variation,category,orig_text,clean_text,char_count,word_count,text,label,euph_status
1188,1189,birlikte olmak,birlikte olma,sexual activity,"için bir sebep değildir. Çocuk genellikle anneye verilir. Özellikle de yaşı küçükse. Sürekli değişik erkeklerle birlikte olma hali gibi ""haysiyetsiz bir hayat"" süren veya uyuşturucu alışkanlığı olan veya benzeri durumlarda olan anneye",için bir sebep değildir çocuk genellikle anneye verilir özellikle de yaşı küçükse sürekli değişik erkeklerle birlikte olma hali gibi haysiyetsiz bir hayat süren veya uyuşturucu alışkanlığı olan veya benzeri durumlarda olan anneye,234,32,"için bir sebep değildir. Çocuk genellikle anneye verilir. Özellikle de yaşı küçükse. Sürekli değişik erkeklerle [PET_BOUNDARY]birlikte olma[PET_BOUNDARY] hali gibi ""haysiyetsiz bir hayat"" süren veya uyuşturucu alışkanlığı olan veya benzeri durumlarda olan anneye",1,sometimes_euph
183,184,cinsel ilişkiye girmek,cinsel ilişkiye girdiği,sexual activity,"ABD'nin New Jersey eyaletinde cezaevinde öğretmenlik yapan C.H.C., en az 20 mahkûmla cinsel ilişkiye girdiği ortaya çıkınca görevine son verildi. Radikal'in haberine göre; cezaevinde yetişkinlere temel eğitim veren 42 yaşındaki C.'nin ilişkileriyle ilgili ayrıntı bir günlük tuttuğu öne sürüldü. Savcıların iddiasına göre; C. mahkûmlardan iki kez hamile kaldı. Evinde yapılan aramada ise dava ile bağlantılı müstehcen fotoğraflar bulundu. C'nin 50 bin dolar kefaletle serbest bırakıldığı belirtildi.","abd'nin new jersey eyaletinde cezaevinde öğretmenlik yapan c.h.c., en az 20 mahkûmla cinsel ilişkiye girdiği ortaya çıkınca görevine son verildi. radikal'in haberine göre; cezaevinde yetişkinlere temel eğitim veren 42 yaşındaki c.'nin ilişkileriyle ilgili ayrıntı bir günlük tuttuğu öne sürüldü. savcıların iddiasına göre; c. mahkûmlardan iki kez hamile kaldı. evinde yapılan aramada ise dava ile bağlantılı müstehcen fotoğraflar bulundu. c'nin 50 bin dolar kefaletle serbest bırakıldığı belirtildi.",499,66,"ABD'nin New Jersey eyaletinde cezaevinde öğretmenlik yapan C.H.C., en az 20 mahkûmla [PET_BOUNDARY]cinsel ilişkiye girdiği[PET_BOUNDARY] ortaya çıkınca görevine son verildi. Radikal'in haberine göre; cezaevinde yetişkinlere temel eğitim veren 42 yaşındaki C.'nin ilişkileriyle ilgili ayrıntı bir günlük tuttuğu öne sürüldü. Savcıların iddiasına göre; C. mahkûmlardan iki kez hamile kaldı. Evinde yapılan aramada ise dava ile bağlantılı müstehcen fotoğraflar bulundu. C'nin 50 bin dolar kefaletle serbest bırakıldığı belirtildi.",1,always_euph
568,569,kaybetmek,kaybı,death,"Sur ilçesine bağlı Balılçılarbaşı semtindeki Dört Ayaklı Minare çevresinde, bir ara sokaktan çıkan iki kişi, devriye görevi yapmakta polis aracına ses bombası atarak kaçtı. Olayda herhangi bir yaralanma veya can kaybı yaşanmadı. Olay yerine giden takviye polis ekipleri, kaçan şahısları arama çalışmalarına başladı.","sur ilçesine bağlı balılçılarbaşı semtindeki dört ayaklı minare çevresinde, bir ara sokaktan çıkan iki kişi, devriye görevi yapmakta polis aracına ses bombası atarak kaçtı. olayda herhangi bir yaralanma veya can kaybı yaşanmadı. olay yerine giden takviye polis ekipleri, kaçan şahısları arama çalışmalarına başladı.",315,43,"Sur ilçesine bağlı Balılçılarbaşı semtindeki Dört Ayaklı Minare çevresinde, bir ara sokaktan çıkan iki kişi, devriye görevi yapmakta polis aracına ses bombası atarak kaçtı. Olayda herhangi bir yaralanma veya can [PET_BOUNDARY]kaybı[PET_BOUNDARY] yaşanmadı. Olay yerine giden takviye polis ekipleri, kaçan şahısları arama çalışmalarına başladı.",1,sometimes_euph
567,568,kaybetmek,kaybedenlere,death,"11. Cumhurbaşkanı Abdullah Gül, Ankara'daki terör saldırısı için Twitter hesabı üzerinden bir açıklama yaptı. ""Ankara'daki hain terör saldırısını lanetliyorum. Aziz milletimize başsağlığı diliyorum"" diyen Gül, ""Hayatını kaybedenlere Allah'tan rahmet, yakınlarına başsağlığı ve yaralılara acil şifalar diliyorum"" ifadelerini kullandı ve 'birarada durma' çağrısı yaptı. Gül, ""Görüşü ve düşüncesi ne olursa olsun, herkesi teröre karşı tavizsiz bir şekilde birarada durmaya davet ediyorum"" dedi.","11. cumhurbaşkanı abdullah gül, ankara'daki terör saldırısı için twitter hesabı üzerinden bir açıklama yaptı. ""ankara'daki hain terör saldırısını lanetliyorum. aziz milletimize başsağlığı diliyorum"" diyen gül, ""hayatını kaybedenlere allah'tan rahmet, yakınlarına başsağlığı ve yaralılara acil şifalar diliyorum"" ifadelerini kullandı ve 'birarada durma' çağrısı yaptı. gül, ""görüşü ve düşüncesi ne olursa olsun, herkesi teröre karşı tavizsiz bir şekilde birarada durmaya davet ediyorum"" dedi.",491,61,"11. Cumhurbaşkanı Abdullah Gül, Ankara'daki terör saldırısı için Twitter hesabı üzerinden bir açıklama yaptı. ""Ankara'daki hain terör saldırısını lanetliyorum. Aziz milletimize başsağlığı diliyorum"" diyen Gül, ""Hayatını [PET_BOUNDARY]kaybedenlere[PET_BOUNDARY] Allah'tan rahmet, yakınlarına başsağlığı ve yaralılara acil şifalar diliyorum"" ifadelerini kullandı ve 'birarada durma' çağrısı yaptı. Gül, ""Görüşü ve düşüncesi ne olursa olsun, herkesi teröre karşı tavizsiz bir şekilde birarada durmaya davet ediyorum"" dedi.",1,sometimes_euph
2418,2419,çıkarmak,çıkarılır,employment/finances,"alınan izinler, saklanır, arşivlenir, belgelerin güvenliği ve gizliliği sağlanır, gerektiğinde arşivden çıkarılır ve tüm bu süreç taraflarca kolaylıkla yönetilir. İYS'ye Başvurabilmek İçin e-İmza Gerekli midir? Başvuru",alınan izinler saklanır arşivlenir belgelerin güvenliği ve gizliliği sağlanır gerektiğinde arşivden çıkarılır ve tüm bu süreç taraflarca kolaylıkla yönetilir iysye başvurabilmek için eimza gerekli midir başvuru,218,26,"alınan izinler, saklanır, arşivlenir, belgelerin güvenliği ve gizliliği sağlanır, gerektiğinde arşivden [PET_BOUNDARY]çıkarılır[PET_BOUNDARY] ve tüm bu süreç taraflarca kolaylıkla yönetilir. İYS'ye Başvurabilmek İçin e-İmza Gerekli midir? Başvuru",0,sometimes_euph
2183,2184,tahrik etmek,tahrik ettikçe,sexual activity,organım ile doyasıya ısıtacağım. Bundan kesinlikle emin olabilirsiniz. Sizlerin tahrik etmenizi bekleyin. Sizler tahrik ettikçe yerinizde durmak bilmeyeceksiniz. Bundan hiç şüpheniz olmasın. Sevgililik boyunca benimle sevgili olmayı,organım ile doyasıya ısıtacağım bundan kesinlikle emin olabilirsiniz sizlerin tahrik etmenizi bekleyin sizler tahrik ettikçe yerinizde durmak bilmeyeceksiniz bundan hiç şüpheniz olmasın sevgililik boyunca benimle sevgili olmayı,232,27,organım ile doyasıya ısıtacağım. Bundan kesinlikle emin olabilirsiniz. Sizlerin tahrik etmenizi bekleyin. Sizler [PET_BOUNDARY]tahrik ettikçe[PET_BOUNDARY] yerinizde durmak bilmeyeceksiniz. Bundan hiç şüpheniz olmasın. Sevgililik boyunca benimle sevgili olmayı,1,sometimes_euph
354,355,göğüs,göğüs,physical/mental attributes,"AA Alınan bilgiye göre, Buldan Göğüs Hastalıkları Hastanesine soğuk algınlığı ve üşütme şikayetiyle gelen 85 yaşındaki Cennet E, tedavi gördüğü hastanede yaşamını yitirdi. Yapılan tetkiklerde, Cennet E’nin ""domuz gribi"" olarak bilinen H1N1 virüsü taşıdığı tespit edildi. Böylelikle, Denizli ’de domuz gribinden ölen kişi sayısı ikiye çıktı. Daha önce de Pamukkale Üniversitesi’nde Saadet E. (59) isimli kadın hasta H1N1 virüsü nedeniyle yaşamını yitirmişti. Etiketler: H1N1 , Denizli , Pamukkale","aa alınan bilgiye göre, buldan göğüs hastalıkları hastanesine soğuk algınlığı ve üşütme şikayetiyle gelen 85 yaşındaki cennet e, tedavi gördüğü hastanede yaşamını yitirdi. yapılan tetkiklerde, cennet e’nin ""domuz gribi"" olarak bilinen h1n1 virüsü taşıdığı tespit edildi. böylelikle, denizli ’de domuz gribinden ölen kişi sayısı ikiye çıktı. daha önce de pamukkale üniversitesi’nde saadet e. (59) isimli kadın hasta h1n1 virüsü nedeniyle yaşamını yitirmişti. etiketler: h1n1 , denizli , pamukkale",495,68,"AA Alınan bilgiye göre, Buldan [PET_BOUNDARY]Göğüs[PET_BOUNDARY] Hastalıkları Hastanesine soğuk algınlığı ve üşütme şikayetiyle gelen 85 yaşındaki Cennet E, tedavi gördüğü hastanede yaşamını yitirdi. Yapılan tetkiklerde, Cennet E’nin ""domuz gribi"" olarak bilinen H1N1 virüsü taşıdığı tespit edildi. Böylelikle, Denizli ’de domuz gribinden ölen kişi sayısı ikiye çıktı. Daha önce de Pamukkale Üniversitesi’nde Saadet E. (59) isimli kadın hasta H1N1 virüsü nedeniyle yaşamını yitirmişti. Etiketler: H1N1 , Denizli , Pamukkale",0,sometimes_euph
827,828,vefat etmek,vefat etti,death,"Gazeteci-yazar Nezihe Araz, İstanbul'da vefat etti. 1922 yılında Ankara'da doğan Nezihe Araz, Ankara Üniversitesi Dil ve Tarih Coğrafya Fakültesi'ni bitirdi. Mesleğe 1952 yılında başladı. Resimli Hayat ve Hayat Mecmualarında, Havadis,Yeni Sabah, Akşam, Tasvir, Yeni İstanbul, Yeni Gazete, Hürriyet, Milliyet ve Meydan Gazetelerinde çalıştı. Araştırma, röportaj,şiir ve tiyatro oyunlarını kitaplaştırdı. Araz'ın cenaze törenine ait ayrıntıların daha sonra belirleneceği bildirildi","gazeteci-yazar nezihe araz, i̇stanbul'da vefat etti. 1922 yılında ankara'da doğan nezihe araz, ankara üniversitesi dil ve tarih coğrafya fakültesi'ni bitirdi. mesleğe 1952 yılında başladı. resimli hayat ve hayat mecmualarında, havadis,yeni sabah, akşam, tasvir, yeni i̇stanbul, yeni gazete, hürriyet, milliyet ve meydan gazetelerinde çalıştı. araştırma, röportaj,şiir ve tiyatro oyunlarını kitaplaştırdı. araz'ın cenaze törenine ait ayrıntıların daha sonra belirleneceği bildirildi",481,58,"Gazeteci - yazar Nezihe Araz, İstanbul'da [PET_BOUNDARY]vefat etti[PET_BOUNDARY]. 1922 yılında Ankara'da doğan Nezihe Araz, Ankara Üniversitesi Dil ve Tarih Coğrafya Fakültesi'ni bitirdi. Mesleğe 1952 yılında başladı. Resimli Hayat ve Hayat Mecmualarında, Havadis,Yeni Sabah, Akşam, Tasvir, Yeni İstanbul, Yeni Gazete, Hürriyet, Milliyet ve Meydan Gazetelerinde çalıştı. Araştırma, röportaj,şiir ve tiyatro oyunlarını kitaplaştırdı. Araz'ın cenaze törenine ait ayrıntıların daha sonra belirleneceği bildirildi",1,always_euph
740,741,siyahi,siyahi,physical/mental attributes,"Alınan bilgiye göre, jandarma ekipleri, Doyran köyü yakınlarında yaptıkları kontrollerde, Meriç Nehri'nde bir erkek cesedi buldu. Üzerinde herhangi bir kimlik kartı çıkmayan, siyahi tenli erkek cesedi, otopsi için Trakya Üniversitesi Tıp Fakültesi Hastanesi morguna kaldırıldı. Cesedin, nehri aşarak Yunanistan'a gitmek isterken boğulan bir kaçağa ait olduğu tahmin ediliyor.","alınan bilgiye göre, jandarma ekipleri, doyran köyü yakınlarında yaptıkları kontrollerde, meriç nehri'nde bir erkek cesedi buldu. üzerinde herhangi bir kimlik kartı çıkmayan, siyahi tenli erkek cesedi, otopsi için trakya üniversitesi tıp fakültesi hastanesi morguna kaldırıldı. cesedin, nehri aşarak yunanistan'a gitmek isterken boğulan bir kaçağa ait olduğu tahmin ediliyor.",375,48,"Alınan bilgiye göre, jandarma ekipleri, Doyran köyü yakınlarında yaptıkları kontrollerde, Meriç Nehri'nde bir erkek cesedi buldu. Üzerinde herhangi bir kimlik kartı çıkmayan, [PET_BOUNDARY]siyahi[PET_BOUNDARY] tenli erkek cesedi, otopsi için Trakya Üniversitesi Tıp Fakültesi Hastanesi morguna kaldırıldı. Cesedin, nehri aşarak Yunanistan'a gitmek isterken boğulan bir kaçağa ait olduğu tahmin ediliyor.",1,sometimes_euph
466,467,hayata gözlerini yummak,hayata gözlerini yuman,death,"Haberin diğer fotoğrafları için tıklayın DIŞ HABERLER SERVİSİ Şah damarındaki tıkanıklık sebebiyle pazartesi günü hastaneye kaldırılan modelin durumu ilk günden beri kritikti. May, aralarında Playboy ve Sports Illustrated dergilerinin de bulunduğu bir çok dergi ve internet sitesi için modellik yapmıştı. 34 yaşında hayata gözlerini yuman Katie’nin 7 yaşında bir kızı var. Etiketler: ABD , İnstagram","haberin diğer fotoğrafları için tıklayın diş haberler servi̇si̇ şah damarındaki tıkanıklık sebebiyle pazartesi günü hastaneye kaldırılan modelin durumu ilk günden beri kritikti. may, aralarında playboy ve sports illustrated dergilerinin de bulunduğu bir çok dergi ve internet sitesi için modellik yapmıştı. 34 yaşında hayata gözlerini yuman katie’nin 7 yaşında bir kızı var. etiketler: abd , i̇nstagram",402,55,"Haberin diğer fotoğrafları için tıklayın DIŞ HABERLER SERVİSİ Şah damarındaki tıkanıklık sebebiyle pazartesi günü hastaneye kaldırılan modelin durumu ilk günden beri kritikti. May, aralarında Playboy ve Sports Illustrated dergilerinin de bulunduğu bir çok dergi ve internet sitesi için modellik yapmıştı. 34 yaşında [PET_BOUNDARY]hayata gözlerini yuman[PET_BOUNDARY] Katie’nin 7 yaşında bir kızı var. Etiketler: ABD , İnstagram",1,always_euph
1930,1931,seks işçisi,seks işçisi,sexual activity,boş arama yapmasını istemiyorum. Eğer dalga geçmek için aramayı düşünüyorsanız çok kötü şekilde kalp kırarım. Bir seks işçisi olmanın en kötü yanı devamlı olarak cinsel ilişkiye girmek istemenizdir. Gerçek ismim Elif. Bir çok birey beni,boş arama yapmasını istemiyorum eğer dalga geçmek için aramayı düşünüyorsanız çok kötü şekilde kalp kırarım bir seks işçisi olmanın en kötü yanı devamlı olarak cinsel ilişkiye girmek istemenizdir gerçek ismim elif bir çok birey beni,236,35,boş arama yapmasını istemiyorum. Eğer dalga geçmek için aramayı düşünüyorsanız çok kötü şekilde kalp kırarım. Bir [PET_BOUNDARY]seks işçisi[PET_BOUNDARY] olmanın en kötü yanı devamlı olarak cinsel ilişkiye girmek istemenizdir. Gerçek ismim Elif. Bir çok birey beni,1,always_euph
1177,1178,birlikte olmak,birlikte olmuştur,sexual activity,çağırdığı anlatılır. Eşlerini sıraya dizip bedenlerini tek tek incelemiş ve beğendiğini odasına götürüp birlikte olmuştur . Daha sonra kocası ile karşı karşıya oturup karısının yatakta nasıl olduğunu tartışmıştır. 5- Bir Falcının,çağırdığı anlatılır eşlerini sıraya dizip bedenlerini tek tek incelemiş ve beğendiğini odasına götürüp birlikte olmuştur  daha sonra kocası ile karşı karşıya oturup karısının yatakta nasıl olduğunu tartışmıştır  bir falcının,229,31,çağırdığı anlatılır. Eşlerini sıraya dizip bedenlerini tek tek incelemiş ve beğendiğini odasına götürüp [PET_BOUNDARY]birlikte olmuştur[PET_BOUNDARY] . Daha sonra kocası ile karşı karşıya oturup karısının yatakta nasıl olduğunu tartışmıştır. 5- Bir Falcının,1,sometimes_euph
2339,2340,hayata veda etmek,hayatına veda etmişti,death,"tanık olabiliriz 10 gün sonra. - Gabriele Sandri olayı İtalya'yı karıştırdı bildiğiniz gibi, polis kurşunu ile hayatına veda etmişti . Her şey okunuyor zaten basında kaç gündür. Özellikle internette olan bitenin detaylarını olayın takipçileri",tanık olabiliriz  gün sonra  gabriele sandri olayı italyayı karıştırdı bildiğiniz gibi polis kurşunu ile hayatına veda etmişti  her şey okunuyor zaten basında kaç gündür özellikle internette olan bitenin detaylarını olayın takipçileri,242,34,"tanık olabiliriz 10 gün sonra. - Gabriele Sandri olayı İtalya'yı karıştırdı bildiğiniz gibi, polis kurşunu ile [PET_BOUNDARY]hayatına veda etmişti[PET_BOUNDARY]. Her şey okunuyor zaten basında kaç gündür. Özellikle internette olan bitenin detaylarını olayın takipçileri",1,sometimes_euph
1843,1844,son yolculuk,son yolculuk,death,"talebesini bırakarak 1997 yılında Rabbi'nin çağrısına uyan hoca efendi, onbinlerce talebesi, seveniyle birlikte son yolculuk töreniyle İstanbul'da defnedilmiştir. Bir başka derleme Asıl adı Mahmut Mazhar Bayram olan Mahmut hocamız, 1914",talebesini bırakarak  yılında rabbinin çağrısına uyan hoca efendi onbinlerce talebesi seveniyle birlikte son yolculuk töreniyle istanbulda defnedilmiştir bir başka derleme asıl adı mahmut mazhar bayram olan mahmut hocamız,236,30,"talebesini bırakarak 1997 yılında Rabbi'nin çağrısına uyan hoca efendi, onbinlerce talebesi, seveniyle birlikte [PET_BOUNDARY]son yolculuk[PET_BOUNDARY] töreniyle İstanbul'da defnedilmiştir. Bir başka derleme Asıl adı Mahmut Mazhar Bayram olan Mahmut hocamız, 1914",1,sometimes_euph
2365,2366,hayata veda etmek,hayatına veda etti,death,"arasında Prof. İsmail Kaya gönül defterini kapattı. Hicret Günleri'nin ünlü ismi Halil Delice de Türkiye'deki yazı hayatına veda etti . Sorumlu Yazı İşleri Müdürü Behçet Fakihoğlu, Kültür Sanat Sorumlusu Murat Başaran ve Prof. Dr. Mehmet Ali Özbudun da",arasında prof ismail kaya gönül defterini kapattı hicret günlerinin ünlü ismi halil delice de türkiyedeki yazı hayatına veda etti  sorumlu yazı işleri müdürü behçet fakihoğlu kültür sanat sorumlusu murat başaran ve prof dr mehmet ali özbudun da,252,38,"arasında Prof. İsmail Kaya gönül defterini kapattı. Hicret Günleri'nin ünlü ismi Halil Delice de Türkiye'deki yazı [PET_BOUNDARY]hayatına veda etti[PET_BOUNDARY]. Sorumlu Yazı İşleri Müdürü Behçet Fakihoğlu, Kültür Sanat Sorumlusu Murat Başaran ve Prof. Dr. Mehmet Ali Özbudun da",0,sometimes_euph
1479,1480,muayyen günü,muayyen günlerini,bodily functions,"ülkelerde âmir olsun, memur olsun, işçi olsun, işveren olsun, bütün insanlar bu tabiî haklarını kullanarak haftanın muayyen günlerini dinlenme ve tatil günü olarak kullanmak durumunda kalmışlardır. (Aslında, müslüman açısından gerekli olan; boş",ülkelerde mir olsun memur olsun işçi olsun işveren olsun bütün insanlar bu tabi haklarını kullanarak haftanın muayyen günlerini dinlenme ve tatil günü olarak kullanmak durumunda kalmışlardır aslında müslüman açısından gerekli olan boş,244,32,"ülkelerde âmir olsun, memur olsun, işçi olsun, işveren olsun, bütün insanlar bu tabiî haklarını kullanarak haftanın [PET_BOUNDARY]muayyen günlerini[PET_BOUNDARY] dinlenme ve tatil günü olarak kullanmak durumunda kalmışlardır. (Aslında, müslüman açısından gerekli olan; boş",0,sometimes_euph
946,947,birlikte olmak,birlikte olmak,sexual activity,380550	Eşim benimle birlikte olmak cinsel bölgelerime dokunmak istemiyor.,eşim benimle birlikte olmak cinsel bölgelerime dokunmak istemiyor.,67,8,380550        Eşim benimle [PET_BOUNDARY]birlikte olmak[PET_BOUNDARY] cinsel bölgelerime dokunmak istemiyor.,1,sometimes_euph
2021,2022,gaz çıkarmak,gaz çıkarmak,bodily functions,"burada balık avlamaktadır. Çöplerini, zehirli atıklarını ve binlerce ton gübreyi buraya dökmektedir. Petrol ve gaz çıkarmak için denizin derinliklerine elini uzatmaktadır. İklim değişikliği de buna tuz biber ekiyor. Dünyanın her yerinde",burada balık avlamaktadır çöplerini zehirli atıklarını ve binlerce ton gübreyi buraya dökmektedir petrol ve gaz çıkarmak için denizin derinliklerine elini uzatmaktadır iklim değişikliği de buna tuz biber ekiyor dünyanın her yerinde,236,31,"burada balık avlamaktadır. Çöplerini, zehirli atıklarını ve binlerce ton gübreyi buraya dökmektedir. Petrol ve [PET_BOUNDARY]gaz çıkarmak[PET_BOUNDARY] için denizin derinliklerine elini uzatmaktadır. İklim değişikliği de buna tuz biber ekiyor. Dünyanın her yerinde",0,sometimes_euph
2291,2292,aşırmak,aşırdı,misc.,"Özel Küre. Bakan yerine oturdu. Dudaklarını yayarak gülümserken, ellerini iki yanındaki koltukların üzerinden aşırdı . Özel Küre gözlüklerinin üzerinden baktı, güldü. - Hımmm! Düşününce, bütünüyle haksız sayılmazsınız. Neyse, seçim",özel küre bakan yerine oturdu dudaklarını yayarak gülümserken ellerini iki yanındaki koltukların üzerinden aşırdı  özel küre gözlüklerinin üzerinden baktı güldü  hımmm düşününce bütünüyle haksız sayılmazsınız neyse seçim,231,29,"Özel Küre. Bakan yerine oturdu. Dudaklarını yayarak gülümserken, ellerini iki yanındaki koltukların üzerinden [PET_BOUNDARY]aşırdı[PET_BOUNDARY]. Özel Küre gözlüklerinin üzerinden baktı, güldü. - Hımmm! Düşününce, bütünüyle haksız sayılmazsınız. Neyse, seçim",0,sometimes_euph
2063,2064,öbür dünyaya göçmek,öteki dünyaya göç etti,death,"dünyasının kara gözlüklü ikonu Alman tasarımcı Karl Lagerfeld, beyaz bir gecelik dışında giyimin değersiz olduğu öteki dünyaya göç etti . Mirasını kedisine bıraktığını duydum. Çıtı pıtı kedi yürüyüşlü mankenlerden anlamlı bir intikam almış oldu",dünyasının kara gözlüklü ikonu alman tasarımcı karl lagerfeld beyaz bir gecelik dışında giyimin değersiz olduğu öteki dünyaya göç etti  mirasını kedisine bıraktığını duydum çıtı pıtı kedi yürüyüşlü mankenlerden anlamlı bir intikam almış oldu,244,34,"dünyasının kara gözlüklü ikonu Alman tasarımcı Karl Lagerfeld, beyaz bir gecelik dışında giyimin değersiz olduğu [PET_BOUNDARY]öteki dünyaya göç etti[PET_BOUNDARY]. Mirasını kedisine bıraktığını duydum. Çıtı pıtı kedi yürüyüşlü mankenlerden anlamlı bir intikam almış oldu",1,always_euph
659,660,madde,madde,substances,"İçişleri Bakanlığı'ndan yapılan açıklamaya göre, Afgan polisi ve koalisyon güçlerince Baglan, Kapisa, Kandahar, Zabul, Gazne, Paktya, Host, Helmand ve Paktika vilayetlerinde Taliban'a karşı düzenlenen operasyonlarda 24 militan öldürüldü. Operasyonlarda 18 militan yakalandı, 12 uzun namlulu silah, 62 mayın ve 235 kilogram patlayıcı madde ele geçirildi.","i̇çişleri bakanlığı'ndan yapılan açıklamaya göre, afgan polisi ve koalisyon güçlerince baglan, kapisa, kandahar, zabul, gazne, paktya, host, helmand ve paktika vilayetlerinde taliban'a karşı düzenlenen operasyonlarda 24 militan öldürüldü. operasyonlarda 18 militan yakalandı, 12 uzun namlulu silah, 62 mayın ve 235 kilogram patlayıcı madde ele geçirildi.",354,45,"İçişleri Bakanlığı'ndan yapılan açıklamaya göre, Afgan polisi ve koalisyon güçlerince Baglan, Kapisa, Kandahar, Zabul, Gazne, Paktya, Host, Helmand ve Paktika vilayetlerinde Taliban'a karşı düzenlenen operasyonlarda 24 militan öldürüldü. Operasyonlarda 18 militan yakalandı, 12 uzun namlulu silah, 62 mayın ve 235 kilogram patlayıcı [PET_BOUNDARY]madde[PET_BOUNDARY] ele geçirildi.",0,sometimes_euph
224,225,ekonomik,ekonomik,employment/finances,"Altın fiyatları Çin'den gelen zayıf ekonomik veriler ve ABD'de Fed'in faiz artışını erteleyeceği beklentilerinin artması üzerine üç buçuk ayın zirvesine yakın bir seyir izledi. Spot altının ons fiyatı 1,183.21 dolarda yatay seyrederken, geçtiğimiz dört seansı yükselişle kapatmıştı. NTV Para'nın haberine göre, altın Salı günü 1,190 dolara kadar yükselerek 22 Haziran'dan bu yana en yüksek seviyeyi görmüştü.","altın fiyatları çin'den gelen zayıf ekonomik veriler ve abd'de fed'in faiz artışını erteleyeceği beklentilerinin artması üzerine üç buçuk ayın zirvesine yakın bir seyir izledi. spot altının ons fiyatı 1,183.21 dolarda yatay seyrederken, geçtiğimiz dört seansı yükselişle kapatmıştı. ntv para'nın haberine göre, altın salı günü 1,190 dolara kadar yükselerek 22 haziran'dan bu yana en yüksek seviyeyi görmüştü.",408,56,"Altın fiyatları Çin'den gelen zayıf [PET_BOUNDARY]ekonomik[PET_BOUNDARY] veriler ve ABD'de Fed'in faiz artışını erteleyeceği beklentilerinin artması üzerine üç buçuk ayın zirvesine yakın bir seyir izledi. Spot altının ons fiyatı 1,183.21 dolarda yatay seyrederken, geçtiğimiz dört seansı yükselişle kapatmıştı. NTV Para'nın haberine göre, altın Salı günü 1,190 dolara kadar yükselerek 22 Haziran'dan bu yana en yüksek seviyeyi görmüştü.",0,sometimes_euph
1700,1701,gaz çıkarmak,gaz çıkartma,bodily functions,"ayıramazlar ve ihtiyaçlarının zamanında giderilmesini beklerler. Bu ihtiyaçlar beslenme, altının temizliği, gaz çıkartma gibi temel ihtiyaçlardır. Yapılan birçok bilimsel araştırmada bunların anne tarafından doğru okunarak çocuğun",ayıramazlar ve ihtiyaçlarının zamanında giderilmesini beklerler bu ihtiyaçlar beslenme altının temizliği gaz çıkartma gibi temel ihtiyaçlardır yapılan birçok bilimsel araştırmada bunların anne tarafından doğru okunarak çocuğun,230,26,"ayıramazlar ve ihtiyaçlarının zamanında giderilmesini beklerler. Bu ihtiyaçlar beslenme, altının temizliği, [PET_BOUNDARY]gaz çıkartma[PET_BOUNDARY] gibi temel ihtiyaçlardır. Yapılan birçok bilimsel araştırmada bunların anne tarafından doğru okunarak çocuğun",1,sometimes_euph
2126,2127,inme,inme,physical/mental attributes,", diyabetin, dislipidemilerin ve kalp hastalıklarının, sigara ve yüksek miktarda alkol kullanımının, şişmanlığın inme için önde gelen risk faktörleri olduğunu göstermiştir. Bu risk faktörlerinin sadece aterosklerozu hızlandırarak",diyabetin dislipidemilerin ve kalp hastalıklarının sigara ve yüksek miktarda alkol kullanımının şişmanlığın inme için önde gelen risk faktörleri olduğunu göstermiştir bu risk faktörlerinin sadece aterosklerozu hızlandırarak,229,27,", diyabetin, dislipidemilerin ve kalp hastalıklarının, sigara ve yüksek miktarda alkol kullanımının, şişmanlığın [PET_BOUNDARY]inme[PET_BOUNDARY] için önde gelen risk faktörleri olduğunu göstermiştir. Bu risk faktörlerinin sadece aterosklerozu hızlandırarak",0,sometimes_euph
2392,2393,düşük gelirli,düşük gelirli,employment/finances,"genellikle İspanya veya Yunanistan'a yapılan benzer gezilerden daha pahalıdır, bu nedenle Malta'da çok fazla düşük gelirli turist yoktur. 2014 yılında Malta'da toplam 40.222 yatak kapasiteli 149 turizm işletmesi tescil edilmiştir.",genellikle ispanya veya yunanistana yapılan benzer gezilerden daha pahalıdır bu nedenle maltada çok fazla düşük gelirli turist yoktur  yılında maltada toplam  yatak kapasiteli  turizm işletmesi tescil edilmiştir,230,30,"genellikle İspanya veya Yunanistan'a yapılan benzer gezilerden daha pahalıdır, bu nedenle Malta'da çok fazla [PET_BOUNDARY]düşük gelirli[PET_BOUNDARY] turist yoktur. 2014 yılında Malta'da toplam 40.222 yatak kapasiteli 149 turizm işletmesi tescil edilmiştir.",0,sometimes_euph
1531,1532,uyutmak,uyutuldu,death,"de gerçek oldu. Artık huzur içinde ölebilirim. Kutlamayı cennetten yapacağım"" dedi. Bir gün sonra zehirli iğneyle uyutuldu . Benzer Haberler Ümraniye Belediyesi 140 Personel Alımı Yapacak Ümraniye Belediyesi işçi alacak. Ümraniye",de gerçek oldu artık huzur içinde ölebilirim kutlamayı cennetten yapacağım dedi bir gün sonra zehirli iğneyle uyutuldu  benzer haberler ümraniye belediyesi  personel alımı yapacak ümraniye belediyesi işçi alacak ümraniye,229,31,"de gerçek oldu. Artık huzur içinde ölebilirim. Kutlamayı cennetten yapacağım"" dedi. Bir gün sonra zehirli iğneyle [PET_BOUNDARY]uyutuldu[PET_BOUNDARY]. Benzer Haberler Ümraniye Belediyesi 140 Personel Alımı Yapacak Ümraniye Belediyesi işçi alacak. Ümraniye",1,sometimes_euph
